,Unnamed: 0.1,Unnamed: 0,S/N,Images,Label,Stress?
774,774,774,774,Database/basic/Image/aligned/test/test_0775_aligned.jpg,4,0
775,775,775,775,Database/basic/Image/aligned/test/test_0776_aligned.jpg,4,0
776,776,776,776,Database/basic/Image/aligned/test/test_0777_aligned.jpg,1,0
777,777,777,777,Database/basic/Image/aligned/test/test_0778_aligned.jpg,4,0
778,778,778,778,Database/basic/Image/aligned/test/test_0779_aligned.jpg,6,1
779,779,779,779,Database/basic/Image/aligned/test/test_0780_aligned.jpg,4,0
780,780,780,780,Database/basic/Image/aligned/test/test_0781_aligned.jpg,4,0
781,781,781,781,Database/basic/Image/aligned/test/test_0782_aligned.jpg,4,0
782,782,782,782,Database/basic/Image/aligned/test/test_0783_aligned.jpg,4,0
783,783,783,783,Database/basic/Image/aligned/test/test_0784_aligned.jpg,4,0
784,784,784,784,Database/basic/Image/aligned/test/test_0785_aligned.jpg,4,0
785,785,785,785,Database/basic/Image/aligned/test/test_0786_aligned.jpg,4,0
786,786,786,786,Database/basic/Image/aligned/test/test_0787_aligned.jpg,4,0
787,787,787,787,Database/basic/Image/aligned/test/test_0788_aligned.jpg,4,0
788,788,788,788,Database/basic/Image/aligned/test/test_0789_aligned.jpg,1,0
789,789,789,789,Database/basic/Image/aligned/test/test_0790_aligned.jpg,4,0
790,790,790,790,Database/basic/Image/aligned/test/test_0791_aligned.jpg,4,0
791,791,791,791,Database/basic/Image/aligned/test/test_0792_aligned.jpg,4,0
792,792,792,792,Database/basic/Image/aligned/test/test_0793_aligned.jpg,6,1
793,793,793,793,Database/basic/Image/aligned/test/test_0794_aligned.jpg,4,0
794,794,794,794,Database/basic/Image/aligned/test/test_0795_aligned.jpg,1,0
795,795,795,795,Database/basic/Image/aligned/test/test_0796_aligned.jpg,4,0
796,796,796,796,Database/basic/Image/aligned/test/test_0797_aligned.jpg,4,0
797,797,797,797,Database/basic/Image/aligned/test/test_0798_aligned.jpg,4,0
798,798,798,798,Database/basic/Image/aligned/test/test_0799_aligned.jpg,4,0
799,799,799,799,Database/basic/Image/aligned/test/test_0800_aligned.jpg,4,0
800,800,800,800,Database/basic/Image/aligned/test/test_0801_aligned.jpg,4,0
801,801,801,801,Database/basic/Image/aligned/test/test_0802_aligned.jpg,4,0
802,802,802,802,Database/basic/Image/aligned/test/test_0803_aligned.jpg,4,0
803,803,803,803,Database/basic/Image/aligned/test/test_0804_aligned.jpg,3,1
804,804,804,804,Database/basic/Image/aligned/test/test_0805_aligned.jpg,4,0
805,805,805,805,Database/basic/Image/aligned/test/test_0806_aligned.jpg,4,0
806,806,806,806,Database/basic/Image/aligned/test/test_0807_aligned.jpg,1,0
807,807,807,807,Database/basic/Image/aligned/test/test_0808_aligned.jpg,4,0
808,808,808,808,Database/basic/Image/aligned/test/test_0809_aligned.jpg,4,0
809,809,809,809,Database/basic/Image/aligned/test/test_0810_aligned.jpg,5,1
810,810,810,810,Database/basic/Image/aligned/test/test_0811_aligned.jpg,4,0
811,811,811,811,Database/basic/Image/aligned/test/test_0812_aligned.jpg,1,0
812,812,812,812,Database/basic/Image/aligned/test/test_0813_aligned.jpg,4,0
813,813,813,813,Database/basic/Image/aligned/test/test_0814_aligned.jpg,4,0
814,814,814,814,Database/basic/Image/aligned/test/test_0815_aligned.jpg,4,0
815,815,815,815,Database/basic/Image/aligned/test/test_0816_aligned.jpg,4,0
816,816,816,816,Database/basic/Image/aligned/test/test_0817_aligned.jpg,4,0
817,817,817,817,Database/basic/Image/aligned/test/test_0818_aligned.jpg,4,0
818,818,818,818,Database/basic/Image/aligned/test/test_0819_aligned.jpg,1,0
819,819,819,819,Database/basic/Image/aligned/test/test_0820_aligned.jpg,6,1
820,820,820,820,Database/basic/Image/aligned/test/test_0821_aligned.jpg,4,0
821,821,821,821,Database/basic/Image/aligned/test/test_0822_aligned.jpg,4,0
822,822,822,822,Database/basic/Image/aligned/test/test_0823_aligned.jpg,4,0
823,823,823,823,Database/basic/Image/aligned/test/test_0824_aligned.jpg,4,0
824,824,824,824,Database/basic/Image/aligned/test/test_0825_aligned.jpg,1,0
825,825,825,825,Database/basic/Image/aligned/test/test_0826_aligned.jpg,4,0
826,826,826,826,Database/basic/Image/aligned/test/test_0827_aligned.jpg,4,0
827,827,827,827,Database/basic/Image/aligned/test/test_0828_aligned.jpg,4,0
828,828,828,828,Database/basic/Image/aligned/test/test_0829_aligned.jpg,4,0
829,829,829,829,Database/basic/Image/aligned/test/test_0830_aligned.jpg,4,0
830,830,830,830,Database/basic/Image/aligned/test/test_0831_aligned.jpg,4,0
831,831,831,831,Database/basic/Image/aligned/test/test_0832_aligned.jpg,4,0
832,832,832,832,Database/basic/Image/aligned/test/test_0833_aligned.jpg,4,0
833,833,833,833,Database/basic/Image/aligned/test/test_0834_aligned.jpg,5,1
834,834,834,834,Database/basic/Image/aligned/test/test_0835_aligned.jpg,4,0
835,835,835,835,Database/basic/Image/aligned/test/test_0836_aligned.jpg,4,0
836,836,836,836,Database/basic/Image/aligned/test/test_0837_aligned.jpg,1,0
837,837,837,837,Database/basic/Image/aligned/test/test_0838_aligned.jpg,4,0
838,838,838,838,Database/basic/Image/aligned/test/test_0839_aligned.jpg,1,0
839,839,839,839,Database/basic/Image/aligned/test/test_0840_aligned.jpg,4,0
840,840,840,840,Database/basic/Image/aligned/test/test_0841_aligned.jpg,4,0
841,841,841,841,Database/basic/Image/aligned/test/test_0842_aligned.jpg,4,0
842,842,842,842,Database/basic/Image/aligned/test/test_0843_aligned.jpg,4,0
843,843,843,843,Database/basic/Image/aligned/test/test_0844_aligned.jpg,4,0
844,844,844,844,Database/basic/Image/aligned/test/test_0845_aligned.jpg,5,1
845,845,845,845,Database/basic/Image/aligned/test/test_0846_aligned.jpg,4,0
846,846,846,846,Database/basic/Image/aligned/test/test_0847_aligned.jpg,5,1
847,847,847,847,Database/basic/Image/aligned/test/test_0848_aligned.jpg,4,0
848,848,848,848,Database/basic/Image/aligned/test/test_0849_aligned.jpg,4,0
849,849,849,849,Database/basic/Image/aligned/test/test_0850_aligned.jpg,1,0
850,850,850,850,Database/basic/Image/aligned/test/test_0851_aligned.jpg,1,0
851,851,851,851,Database/basic/Image/aligned/test/test_0852_aligned.jpg,4,0
852,852,852,852,Database/basic/Image/aligned/test/test_0853_aligned.jpg,6,1
853,853,853,853,Database/basic/Image/aligned/test/test_0854_aligned.jpg,4,0
854,854,854,854,Database/basic/Image/aligned/test/test_0855_aligned.jpg,4,0
855,855,855,855,Database/basic/Image/aligned/test/test_0856_aligned.jpg,4,0
856,856,856,856,Database/basic/Image/aligned/test/test_0857_aligned.jpg,4,0
857,857,857,857,Database/basic/Image/aligned/test/test_0858_aligned.jpg,4,0
858,858,858,858,Database/basic/Image/aligned/test/test_0859_aligned.jpg,2,1
859,859,859,859,Database/basic/Image/aligned/test/test_0860_aligned.jpg,4,0
860,860,860,860,Database/basic/Image/aligned/test/test_0861_aligned.jpg,4,0
861,861,861,861,Database/basic/Image/aligned/test/test_0862_aligned.jpg,4,0
862,862,862,862,Database/basic/Image/aligned/test/test_0863_aligned.jpg,1,0
863,863,863,863,Database/basic/Image/aligned/test/test_0864_aligned.jpg,4,0
864,864,864,864,Database/basic/Image/aligned/test/test_0865_aligned.jpg,4,0
865,865,865,865,Database/basic/Image/aligned/test/test_0866_aligned.jpg,4,0
866,866,866,866,Database/basic/Image/aligned/test/test_0867_aligned.jpg,1,0
867,867,867,867,Database/basic/Image/aligned/test/test_0868_aligned.jpg,5,1
868,868,868,868,Database/basic/Image/aligned/test/test_0869_aligned.jpg,4,0
869,869,869,869,Database/basic/Image/aligned/test/test_0870_aligned.jpg,6,1
870,870,870,870,Database/basic/Image/aligned/test/test_0871_aligned.jpg,4,0
871,871,871,871,Database/basic/Image/aligned/test/test_0872_aligned.jpg,1,0
872,872,872,872,Database/basic/Image/aligned/test/test_0873_aligned.jpg,1,0
873,873,873,873,Database/basic/Image/aligned/test/test_0874_aligned.jpg,1,0
874,874,874,874,Database/basic/Image/aligned/test/test_0875_aligned.jpg,5,1
875,875,875,875,Database/basic/Image/aligned/test/test_0876_aligned.jpg,5,1
876,876,876,876,Database/basic/Image/aligned/test/test_0877_aligned.jpg,1,0
877,877,877,877,Database/basic/Image/aligned/test/test_0878_aligned.jpg,1,0
878,878,878,878,Database/basic/Image/aligned/test/test_0879_aligned.jpg,4,0
879,879,879,879,Database/basic/Image/aligned/test/test_0880_aligned.jpg,4,0
880,880,880,880,Database/basic/Image/aligned/test/test_0881_aligned.jpg,4,0
881,881,881,881,Database/basic/Image/aligned/test/test_0882_aligned.jpg,4,0
882,882,882,882,Database/basic/Image/aligned/test/test_0883_aligned.jpg,4,0
883,883,883,883,Database/basic/Image/aligned/test/test_0884_aligned.jpg,4,0
884,884,884,884,Database/basic/Image/aligned/test/test_0885_aligned.jpg,4,0
885,885,885,885,Database/basic/Image/aligned/test/test_0886_aligned.jpg,4,0
886,886,886,886,Database/basic/Image/aligned/test/test_0887_aligned.jpg,4,0
887,887,887,887,Database/basic/Image/aligned/test/test_0888_aligned.jpg,5,1
888,888,888,888,Database/basic/Image/aligned/test/test_0889_aligned.jpg,5,1
889,889,889,889,Database/basic/Image/aligned/test/test_0890_aligned.jpg,4,0
890,890,890,890,Database/basic/Image/aligned/test/test_0891_aligned.jpg,5,1
891,891,891,891,Database/basic/Image/aligned/test/test_0892_aligned.jpg,1,0
892,892,892,892,Database/basic/Image/aligned/test/test_0893_aligned.jpg,1,0
893,893,893,893,Database/basic/Image/aligned/test/test_0894_aligned.jpg,4,0
894,894,894,894,Database/basic/Image/aligned/test/test_0895_aligned.jpg,5,1
895,895,895,895,Database/basic/Image/aligned/test/test_0896_aligned.jpg,4,0
896,896,896,896,Database/basic/Image/aligned/test/test_0897_aligned.jpg,4,0
897,897,897,897,Database/basic/Image/aligned/test/test_0898_aligned.jpg,4,0
898,898,898,898,Database/basic/Image/aligned/test/test_0899_aligned.jpg,4,0
899,899,899,899,Database/basic/Image/aligned/test/test_0900_aligned.jpg,3,1
900,900,900,900,Database/basic/Image/aligned/test/test_0901_aligned.jpg,4,0
901,901,901,901,Database/basic/Image/aligned/test/test_0902_aligned.jpg,6,1
902,902,902,902,Database/basic/Image/aligned/test/test_0903_aligned.jpg,1,0
903,903,903,903,Database/basic/Image/aligned/test/test_0904_aligned.jpg,4,0
904,904,904,904,Database/basic/Image/aligned/test/test_0905_aligned.jpg,3,1
905,905,905,905,Database/basic/Image/aligned/test/test_0906_aligned.jpg,4,0
906,906,906,906,Database/basic/Image/aligned/test/test_0907_aligned.jpg,1,0
907,907,907,907,Database/basic/Image/aligned/test/test_0908_aligned.jpg,4,0
908,908,908,908,Database/basic/Image/aligned/test/test_0909_aligned.jpg,6,1
909,909,909,909,Database/basic/Image/aligned/test/test_0910_aligned.jpg,5,1
910,910,910,910,Database/basic/Image/aligned/test/test_0911_aligned.jpg,4,0
911,911,911,911,Database/basic/Image/aligned/test/test_0912_aligned.jpg,1,0
912,912,912,912,Database/basic/Image/aligned/test/test_0913_aligned.jpg,1,0
913,913,913,913,Database/basic/Image/aligned/test/test_0914_aligned.jpg,3,1
914,914,914,914,Database/basic/Image/aligned/test/test_0915_aligned.jpg,4,0
915,915,915,915,Database/basic/Image/aligned/test/test_0916_aligned.jpg,5,1
916,916,916,916,Database/basic/Image/aligned/test/test_0917_aligned.jpg,5,1
917,917,917,917,Database/basic/Image/aligned/test/test_0918_aligned.jpg,5,1
918,918,918,918,Database/basic/Image/aligned/test/test_0919_aligned.jpg,1,0
919,919,919,919,Database/basic/Image/aligned/test/test_0920_aligned.jpg,1,0
920,920,920,920,Database/basic/Image/aligned/test/test_0921_aligned.jpg,4,0
921,921,921,921,Database/basic/Image/aligned/test/test_0922_aligned.jpg,4,0
922,922,922,922,Database/basic/Image/aligned/test/test_0923_aligned.jpg,4,0
923,923,923,923,Database/basic/Image/aligned/test/test_0924_aligned.jpg,4,0
924,924,924,924,Database/basic/Image/aligned/test/test_0925_aligned.jpg,5,1
925,925,925,925,Database/basic/Image/aligned/test/test_0926_aligned.jpg,1,0
926,926,926,926,Database/basic/Image/aligned/test/test_0927_aligned.jpg,5,1
927,927,927,927,Database/basic/Image/aligned/test/test_0928_aligned.jpg,4,0
928,928,928,928,Database/basic/Image/aligned/test/test_0929_aligned.jpg,4,0
929,929,929,929,Database/basic/Image/aligned/test/test_0930_aligned.jpg,4,0
930,930,930,930,Database/basic/Image/aligned/test/test_0931_aligned.jpg,5,1
931,931,931,931,Database/basic/Image/aligned/test/test_0932_aligned.jpg,4,0
932,932,932,932,Database/basic/Image/aligned/test/test_0933_aligned.jpg,4,0
933,933,933,933,Database/basic/Image/aligned/test/test_0934_aligned.jpg,4,0
934,934,934,934,Database/basic/Image/aligned/test/test_0935_aligned.jpg,3,1
935,935,935,935,Database/basic/Image/aligned/test/test_0936_aligned.jpg,5,1
936,936,936,936,Database/basic/Image/aligned/test/test_0937_aligned.jpg,5,1
937,937,937,937,Database/basic/Image/aligned/test/test_0938_aligned.jpg,4,0
938,938,938,938,Database/basic/Image/aligned/test/test_0939_aligned.jpg,4,0
939,939,939,939,Database/basic/Image/aligned/test/test_0940_aligned.jpg,3,1
940,940,940,940,Database/basic/Image/aligned/test/test_0941_aligned.jpg,4,0
941,941,941,941,Database/basic/Image/aligned/test/test_0942_aligned.jpg,4,0
942,942,942,942,Database/basic/Image/aligned/test/test_0943_aligned.jpg,4,0
943,943,943,943,Database/basic/Image/aligned/test/test_0944_aligned.jpg,4,0
944,944,944,944,Database/basic/Image/aligned/test/test_0945_aligned.jpg,4,0
945,945,945,945,Database/basic/Image/aligned/test/test_0946_aligned.jpg,4,0
946,946,946,946,Database/basic/Image/aligned/test/test_0947_aligned.jpg,5,1
947,947,947,947,Database/basic/Image/aligned/test/test_0948_aligned.jpg,5,1
948,948,948,948,Database/basic/Image/aligned/test/test_0949_aligned.jpg,5,1
949,949,949,949,Database/basic/Image/aligned/test/test_0950_aligned.jpg,5,1
950,950,950,950,Database/basic/Image/aligned/test/test_0951_aligned.jpg,5,1
951,951,951,951,Database/basic/Image/aligned/test/test_0952_aligned.jpg,5,1
952,952,952,952,Database/basic/Image/aligned/test/test_0953_aligned.jpg,6,1
953,953,953,953,Database/basic/Image/aligned/test/test_0954_aligned.jpg,4,0
954,954,954,954,Database/basic/Image/aligned/test/test_0955_aligned.jpg,4,0
955,955,955,955,Database/basic/Image/aligned/test/test_0956_aligned.jpg,1,0
956,956,956,956,Database/basic/Image/aligned/test/test_0957_aligned.jpg,5,1
957,957,957,957,Database/basic/Image/aligned/test/test_0958_aligned.jpg,4,0
958,958,958,958,Database/basic/Image/aligned/test/test_0959_aligned.jpg,4,0
959,959,959,959,Database/basic/Image/aligned/test/test_0960_aligned.jpg,3,1
960,960,960,960,Database/basic/Image/aligned/test/test_0961_aligned.jpg,4,0
961,961,961,961,Database/basic/Image/aligned/test/test_0962_aligned.jpg,4,0
962,962,962,962,Database/basic/Image/aligned/test/test_0963_aligned.jpg,4,0
963,963,963,963,Database/basic/Image/aligned/test/test_0964_aligned.jpg,1,0
964,964,964,964,Database/basic/Image/aligned/test/test_0965_aligned.jpg,5,1
965,965,965,965,Database/basic/Image/aligned/test/test_0966_aligned.jpg,5,1
966,966,966,966,Database/basic/Image/aligned/test/test_0967_aligned.jpg,4,0
967,967,967,967,Database/basic/Image/aligned/test/test_0968_aligned.jpg,5,1
968,968,968,968,Database/basic/Image/aligned/test/test_0969_aligned.jpg,5,1
969,969,969,969,Database/basic/Image/aligned/test/test_0970_aligned.jpg,1,0
970,970,970,970,Database/basic/Image/aligned/test/test_0971_aligned.jpg,4,0
971,971,971,971,Database/basic/Image/aligned/test/test_0972_aligned.jpg,4,0
972,972,972,972,Database/basic/Image/aligned/test/test_0973_aligned.jpg,4,0
973,973,973,973,Database/basic/Image/aligned/test/test_0974_aligned.jpg,4,0
974,974,974,974,Database/basic/Image/aligned/test/test_0975_aligned.jpg,4,0
975,975,975,975,Database/basic/Image/aligned/test/test_0976_aligned.jpg,4,0
976,976,976,976,Database/basic/Image/aligned/test/test_0977_aligned.jpg,4,0
977,977,977,977,Database/basic/Image/aligned/test/test_0978_aligned.jpg,4,0
978,978,978,978,Database/basic/Image/aligned/test/test_0979_aligned.jpg,1,0
979,979,979,979,Database/basic/Image/aligned/test/test_0980_aligned.jpg,4,0
980,980,980,980,Database/basic/Image/aligned/test/test_0981_aligned.jpg,4,0
981,981,981,981,Database/basic/Image/aligned/test/test_0982_aligned.jpg,5,1
982,982,982,982,Database/basic/Image/aligned/test/test_0983_aligned.jpg,6,1
983,983,983,983,Database/basic/Image/aligned/test/test_0984_aligned.jpg,4,0
984,984,984,984,Database/basic/Image/aligned/test/test_0985_aligned.jpg,4,0
985,985,985,985,Database/basic/Image/aligned/test/test_0986_aligned.jpg,6,1
986,986,986,986,Database/basic/Image/aligned/test/test_0987_aligned.jpg,1,0
987,987,987,987,Database/basic/Image/aligned/test/test_0988_aligned.jpg,5,1
988,988,988,988,Database/basic/Image/aligned/test/test_0989_aligned.jpg,4,0
989,989,989,989,Database/basic/Image/aligned/test/test_0990_aligned.jpg,4,0
990,990,990,990,Database/basic/Image/aligned/test/test_0991_aligned.jpg,5,1
991,991,991,991,Database/basic/Image/aligned/test/test_0992_aligned.jpg,4,0
992,992,992,992,Database/basic/Image/aligned/test/test_0993_aligned.jpg,4,0
993,993,993,993,Database/basic/Image/aligned/test/test_0994_aligned.jpg,1,0
994,994,994,994,Database/basic/Image/aligned/test/test_0995_aligned.jpg,4,0
995,995,995,995,Database/basic/Image/aligned/test/test_0996_aligned.jpg,4,0
996,996,996,996,Database/basic/Image/aligned/test/test_0997_aligned.jpg,1,0
997,997,997,997,Database/basic/Image/aligned/test/test_0998_aligned.jpg,1,0
998,998,998,998,Database/basic/Image/aligned/test/test_0999_aligned.jpg,4,0
999,999,999,999,Database/basic/Image/aligned/test/test_1000_aligned.jpg,1,0
1000,1000,1000,1000,Database/basic/Image/aligned/test/test_1001_aligned.jpg,1,0
1001,1001,1001,1001,Database/basic/Image/aligned/test/test_1002_aligned.jpg,1,0
1002,1002,1002,1002,Database/basic/Image/aligned/test/test_1003_aligned.jpg,3,1
1003,1003,1003,1003,Database/basic/Image/aligned/test/test_1004_aligned.jpg,4,0
1004,1004,1004,1004,Database/basic/Image/aligned/test/test_1005_aligned.jpg,4,0
1005,1005,1005,1005,Database/basic/Image/aligned/test/test_1006_aligned.jpg,3,1
1006,1006,1006,1006,Database/basic/Image/aligned/test/test_1007_aligned.jpg,6,1
1007,1007,1007,1007,Database/basic/Image/aligned/test/test_1008_aligned.jpg,5,1
1008,1008,1008,1008,Database/basic/Image/aligned/test/test_1009_aligned.jpg,5,1
1009,1009,1009,1009,Database/basic/Image/aligned/test/test_1010_aligned.jpg,4,0
1010,1010,1010,1010,Database/basic/Image/aligned/test/test_1011_aligned.jpg,4,0
1011,1011,1011,1011,Database/basic/Image/aligned/test/test_1012_aligned.jpg,4,0
1012,1012,1012,1012,Database/basic/Image/aligned/test/test_1013_aligned.jpg,6,1
1013,1013,1013,1013,Database/basic/Image/aligned/test/test_1014_aligned.jpg,1,0
1014,1014,1014,1014,Database/basic/Image/aligned/test/test_1015_aligned.jpg,1,0
1015,1015,1015,1015,Database/basic/Image/aligned/test/test_1016_aligned.jpg,4,0
1016,1016,1016,1016,Database/basic/Image/aligned/test/test_1017_aligned.jpg,5,1
1017,1017,1017,1017,Database/basic/Image/aligned/test/test_1018_aligned.jpg,3,1
1018,1018,1018,1018,Database/basic/Image/aligned/test/test_1019_aligned.jpg,4,0
1019,1019,1019,1019,Database/basic/Image/aligned/test/test_1020_aligned.jpg,4,0
1020,1020,1020,1020,Database/basic/Image/aligned/test/test_1021_aligned.jpg,4,0
1021,1021,1021,1021,Database/basic/Image/aligned/test/test_1022_aligned.jpg,4,0
1022,1022,1022,1022,Database/basic/Image/aligned/test/test_1023_aligned.jpg,5,1
1023,1023,1023,1023,Database/basic/Image/aligned/test/test_1024_aligned.jpg,5,1
1024,1024,1024,1024,Database/basic/Image/aligned/test/test_1025_aligned.jpg,4,0
1025,1025,1025,1025,Database/basic/Image/aligned/test/test_1026_aligned.jpg,4,0
1026,1026,1026,1026,Database/basic/Image/aligned/test/test_1027_aligned.jpg,3,1
1027,1027,1027,1027,Database/basic/Image/aligned/test/test_1028_aligned.jpg,4,0
1028,1028,1028,1028,Database/basic/Image/aligned/test/test_1029_aligned.jpg,1,0
1029,1029,1029,1029,Database/basic/Image/aligned/test/test_1030_aligned.jpg,4,0
1030,1030,1030,1030,Database/basic/Image/aligned/test/test_1031_aligned.jpg,1,0
1031,1031,1031,1031,Database/basic/Image/aligned/test/test_1032_aligned.jpg,1,0
1032,1032,1032,1032,Database/basic/Image/aligned/test/test_1033_aligned.jpg,1,0
1033,1033,1033,1033,Database/basic/Image/aligned/test/test_1034_aligned.jpg,1,0
1034,1034,1034,1034,Database/basic/Image/aligned/test/test_1035_aligned.jpg,3,1
1035,1035,1035,1035,Database/basic/Image/aligned/test/test_1036_aligned.jpg,5,1
1036,1036,1036,1036,Database/basic/Image/aligned/test/test_1037_aligned.jpg,1,0
1037,1037,1037,1037,Database/basic/Image/aligned/test/test_1038_aligned.jpg,1,0
1038,1038,1038,1038,Database/basic/Image/aligned/test/test_1039_aligned.jpg,3,1
1039,1039,1039,1039,Database/basic/Image/aligned/test/test_1040_aligned.jpg,6,1
1040,1040,1040,1040,Database/basic/Image/aligned/test/test_1041_aligned.jpg,3,1
1041,1041,1041,1041,Database/basic/Image/aligned/test/test_1042_aligned.jpg,5,1
1042,1042,1042,1042,Database/basic/Image/aligned/test/test_1043_aligned.jpg,5,1
1043,1043,1043,1043,Database/basic/Image/aligned/test/test_1044_aligned.jpg,4,0
1044,1044,1044,1044,Database/basic/Image/aligned/test/test_1045_aligned.jpg,4,0
1045,1045,1045,1045,Database/basic/Image/aligned/test/test_1046_aligned.jpg,4,0
1046,1046,1046,1046,Database/basic/Image/aligned/test/test_1047_aligned.jpg,4,0
1047,1047,1047,1047,Database/basic/Image/aligned/test/test_1048_aligned.jpg,3,1
1048,1048,1048,1048,Database/basic/Image/aligned/test/test_1049_aligned.jpg,5,1
1049,1049,1049,1049,Database/basic/Image/aligned/test/test_1050_aligned.jpg,6,1
1050,1050,1050,1050,Database/basic/Image/aligned/test/test_1051_aligned.jpg,5,1
1051,1051,1051,1051,Database/basic/Image/aligned/test/test_1052_aligned.jpg,5,1
1052,1052,1052,1052,Database/basic/Image/aligned/test/test_1053_aligned.jpg,4,0
1053,1053,1053,1053,Database/basic/Image/aligned/test/test_1054_aligned.jpg,5,1
1054,1054,1054,1054,Database/basic/Image/aligned/test/test_1055_aligned.jpg,1,0
1055,1055,1055,1055,Database/basic/Image/aligned/test/test_1056_aligned.jpg,4,0
1056,1056,1056,1056,Database/basic/Image/aligned/test/test_1057_aligned.jpg,1,0
1057,1057,1057,1057,Database/basic/Image/aligned/test/test_1058_aligned.jpg,6,1
1058,1058,1058,1058,Database/basic/Image/aligned/test/test_1059_aligned.jpg,6,1
1059,1059,1059,1059,Database/basic/Image/aligned/test/test_1060_aligned.jpg,5,1
1060,1060,1060,1060,Database/basic/Image/aligned/test/test_1061_aligned.jpg,6,1
1061,1061,1061,1061,Database/basic/Image/aligned/test/test_1062_aligned.jpg,4,0
1062,1062,1062,1062,Database/basic/Image/aligned/test/test_1063_aligned.jpg,4,0
1063,1063,1063,1063,Database/basic/Image/aligned/test/test_1064_aligned.jpg,1,0
1064,1064,1064,1064,Database/basic/Image/aligned/test/test_1065_aligned.jpg,5,1
1065,1065,1065,1065,Database/basic/Image/aligned/test/test_1066_aligned.jpg,5,1
1066,1066,1066,1066,Database/basic/Image/aligned/test/test_1067_aligned.jpg,4,0
1067,1067,1067,1067,Database/basic/Image/aligned/test/test_1068_aligned.jpg,4,0
1068,1068,1068,1068,Database/basic/Image/aligned/test/test_1069_aligned.jpg,4,0
1069,1069,1069,1069,Database/basic/Image/aligned/test/test_1070_aligned.jpg,4,0
1070,1070,1070,1070,Database/basic/Image/aligned/test/test_1071_aligned.jpg,1,0
1071,1071,1071,1071,Database/basic/Image/aligned/test/test_1072_aligned.jpg,1,0
1072,1072,1072,1072,Database/basic/Image/aligned/test/test_1073_aligned.jpg,4,0
1073,1073,1073,1073,Database/basic/Image/aligned/test/test_1074_aligned.jpg,5,1
1074,1074,1074,1074,Database/basic/Image/aligned/test/test_1075_aligned.jpg,4,0
1075,1075,1075,1075,Database/basic/Image/aligned/test/test_1076_aligned.jpg,5,1
1076,1076,1076,1076,Database/basic/Image/aligned/test/test_1077_aligned.jpg,1,0
1077,1077,1077,1077,Database/basic/Image/aligned/test/test_1078_aligned.jpg,5,1
1078,1078,1078,1078,Database/basic/Image/aligned/test/test_1079_aligned.jpg,5,1
1079,1079,1079,1079,Database/basic/Image/aligned/test/test_1080_aligned.jpg,1,0
1080,1080,1080,1080,Database/basic/Image/aligned/test/test_1081_aligned.jpg,5,1
1081,1081,1081,1081,Database/basic/Image/aligned/test/test_1082_aligned.jpg,5,1
1082,1082,1082,1082,Database/basic/Image/aligned/test/test_1083_aligned.jpg,5,1
1083,1083,1083,1083,Database/basic/Image/aligned/test/test_1084_aligned.jpg,5,1
1084,1084,1084,1084,Database/basic/Image/aligned/test/test_1085_aligned.jpg,5,1
1085,1085,1085,1085,Database/basic/Image/aligned/test/test_1086_aligned.jpg,5,1
1086,1086,1086,1086,Database/basic/Image/aligned/test/test_1087_aligned.jpg,5,1
1087,1087,1087,1087,Database/basic/Image/aligned/test/test_1088_aligned.jpg,5,1
1088,1088,1088,1088,Database/basic/Image/aligned/test/test_1089_aligned.jpg,4,0
1089,1089,1089,1089,Database/basic/Image/aligned/test/test_1090_aligned.jpg,5,1
1090,1090,1090,1090,Database/basic/Image/aligned/test/test_1091_aligned.jpg,5,1
1091,1091,1091,1091,Database/basic/Image/aligned/test/test_1092_aligned.jpg,3,1
1092,1092,1092,1092,Database/basic/Image/aligned/test/test_1093_aligned.jpg,4,0
1093,1093,1093,1093,Database/basic/Image/aligned/test/test_1094_aligned.jpg,5,1
1094,1094,1094,1094,Database/basic/Image/aligned/test/test_1095_aligned.jpg,5,1
1095,1095,1095,1095,Database/basic/Image/aligned/test/test_1096_aligned.jpg,4,0
1096,1096,1096,1096,Database/basic/Image/aligned/test/test_1097_aligned.jpg,4,0
1097,1097,1097,1097,Database/basic/Image/aligned/test/test_1098_aligned.jpg,5,1
1098,1098,1098,1098,Database/basic/Image/aligned/test/test_1099_aligned.jpg,3,1
1099,1099,1099,1099,Database/basic/Image/aligned/test/test_1100_aligned.jpg,4,0
1100,1100,1100,1100,Database/basic/Image/aligned/test/test_1101_aligned.jpg,4,0
1101,1101,1101,1101,Database/basic/Image/aligned/test/test_1102_aligned.jpg,4,0
1102,1102,1102,1102,Database/basic/Image/aligned/test/test_1103_aligned.jpg,1,0
1103,1103,1103,1103,Database/basic/Image/aligned/test/test_1104_aligned.jpg,5,1
1104,1104,1104,1104,Database/basic/Image/aligned/test/test_1105_aligned.jpg,1,0
1105,1105,1105,1105,Database/basic/Image/aligned/test/test_1106_aligned.jpg,1,0
1106,1106,1106,1106,Database/basic/Image/aligned/test/test_1107_aligned.jpg,4,0
1107,1107,1107,1107,Database/basic/Image/aligned/test/test_1108_aligned.jpg,1,0
1108,1108,1108,1108,Database/basic/Image/aligned/test/test_1109_aligned.jpg,6,1
1109,1109,1109,1109,Database/basic/Image/aligned/test/test_1110_aligned.jpg,3,1
1110,1110,1110,1110,Database/basic/Image/aligned/test/test_1111_aligned.jpg,4,0
