,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Images,Label,Stress?
693,693,693,693,Database/basic/Image/aligned/train_00694_aligned.jpg,1,0
694,694,694,694,Database/basic/Image/aligned/train_00695_aligned.jpg,4,0
695,695,695,695,Database/basic/Image/aligned/train_00696_aligned.jpg,4,0
696,696,696,696,Database/basic/Image/aligned/train_00697_aligned.jpg,4,0
697,697,697,697,Database/basic/Image/aligned/train_00698_aligned.jpg,3,1
698,698,698,698,Database/basic/Image/aligned/train_00699_aligned.jpg,5,1
699,699,699,699,Database/basic/Image/aligned/train_00700_aligned.jpg,4,0
700,700,700,700,Database/basic/Image/aligned/train_00701_aligned.jpg,1,0
701,701,701,701,Database/basic/Image/aligned/train_00702_aligned.jpg,4,0
702,702,702,702,Database/basic/Image/aligned/train_00703_aligned.jpg,4,0
703,703,703,703,Database/basic/Image/aligned/train_00704_aligned.jpg,4,0
704,704,704,704,Database/basic/Image/aligned/train_00705_aligned.jpg,4,0
705,705,705,705,Database/basic/Image/aligned/train_00706_aligned.jpg,4,0
706,706,706,706,Database/basic/Image/aligned/train_00707_aligned.jpg,4,0
707,707,707,707,Database/basic/Image/aligned/train_00708_aligned.jpg,4,0
708,708,708,708,Database/basic/Image/aligned/train_00709_aligned.jpg,4,0
709,709,709,709,Database/basic/Image/aligned/train_00710_aligned.jpg,4,0
710,710,710,710,Database/basic/Image/aligned/train_00711_aligned.jpg,4,0
711,711,711,711,Database/basic/Image/aligned/train_00712_aligned.jpg,5,1
712,712,712,712,Database/basic/Image/aligned/train_00713_aligned.jpg,4,0
713,713,713,713,Database/basic/Image/aligned/train_00714_aligned.jpg,6,1
714,714,714,714,Database/basic/Image/aligned/train_00715_aligned.jpg,4,0
715,715,715,715,Database/basic/Image/aligned/train_00716_aligned.jpg,1,0
716,716,716,716,Database/basic/Image/aligned/train_00717_aligned.jpg,4,0
717,717,717,717,Database/basic/Image/aligned/train_00718_aligned.jpg,4,0
718,718,718,718,Database/basic/Image/aligned/train_00719_aligned.jpg,4,0
719,719,719,719,Database/basic/Image/aligned/train_00720_aligned.jpg,4,0
720,720,720,720,Database/basic/Image/aligned/train_00721_aligned.jpg,4,0
721,721,721,721,Database/basic/Image/aligned/train_00722_aligned.jpg,4,0
722,722,722,722,Database/basic/Image/aligned/train_00723_aligned.jpg,5,1
723,723,723,723,Database/basic/Image/aligned/train_00724_aligned.jpg,5,1
724,724,724,724,Database/basic/Image/aligned/train_00725_aligned.jpg,1,0
725,725,725,725,Database/basic/Image/aligned/train_00726_aligned.jpg,1,0
726,726,726,726,Database/basic/Image/aligned/train_00727_aligned.jpg,1,0
727,727,727,727,Database/basic/Image/aligned/train_00728_aligned.jpg,1,0
728,728,728,728,Database/basic/Image/aligned/train_00729_aligned.jpg,1,0
729,729,729,729,Database/basic/Image/aligned/train_00730_aligned.jpg,4,0
730,730,730,730,Database/basic/Image/aligned/train_00731_aligned.jpg,5,1
731,731,731,731,Database/basic/Image/aligned/train_00732_aligned.jpg,4,0
732,732,732,732,Database/basic/Image/aligned/train_00733_aligned.jpg,4,0
733,733,733,733,Database/basic/Image/aligned/train_00734_aligned.jpg,4,0
734,734,734,734,Database/basic/Image/aligned/train_00735_aligned.jpg,4,0
735,735,735,735,Database/basic/Image/aligned/train_00736_aligned.jpg,6,1
736,736,736,736,Database/basic/Image/aligned/train_00737_aligned.jpg,4,0
737,737,737,737,Database/basic/Image/aligned/train_00738_aligned.jpg,5,1
738,738,738,738,Database/basic/Image/aligned/train_00739_aligned.jpg,3,1
739,739,739,739,Database/basic/Image/aligned/train_00740_aligned.jpg,5,1
740,740,740,740,Database/basic/Image/aligned/train_00741_aligned.jpg,5,1
741,741,741,741,Database/basic/Image/aligned/train_00742_aligned.jpg,1,0
742,742,742,742,Database/basic/Image/aligned/train_00743_aligned.jpg,1,0
743,743,743,743,Database/basic/Image/aligned/train_00744_aligned.jpg,4,0
744,744,744,744,Database/basic/Image/aligned/train_00745_aligned.jpg,5,1
745,745,745,745,Database/basic/Image/aligned/train_00746_aligned.jpg,6,1
746,746,746,746,Database/basic/Image/aligned/train_00747_aligned.jpg,4,0
747,747,747,747,Database/basic/Image/aligned/train_00748_aligned.jpg,1,0
748,748,748,748,Database/basic/Image/aligned/train_00749_aligned.jpg,6,1
749,749,749,749,Database/basic/Image/aligned/train_00750_aligned.jpg,4,0
750,750,750,750,Database/basic/Image/aligned/train_00751_aligned.jpg,5,1
751,751,751,751,Database/basic/Image/aligned/train_00752_aligned.jpg,5,1
752,752,752,752,Database/basic/Image/aligned/train_00753_aligned.jpg,1,0
753,753,753,753,Database/basic/Image/aligned/train_00754_aligned.jpg,4,0
754,754,754,754,Database/basic/Image/aligned/train_00755_aligned.jpg,4,0
755,755,755,755,Database/basic/Image/aligned/train_00756_aligned.jpg,1,0
756,756,756,756,Database/basic/Image/aligned/train_00757_aligned.jpg,4,0
757,757,757,757,Database/basic/Image/aligned/train_00758_aligned.jpg,4,0
758,758,758,758,Database/basic/Image/aligned/train_00759_aligned.jpg,5,1
759,759,759,759,Database/basic/Image/aligned/train_00760_aligned.jpg,4,0
760,760,760,760,Database/basic/Image/aligned/train_00761_aligned.jpg,4,0
761,761,761,761,Database/basic/Image/aligned/train_00762_aligned.jpg,4,0
762,762,762,762,Database/basic/Image/aligned/train_00763_aligned.jpg,6,1
763,763,763,763,Database/basic/Image/aligned/train_00764_aligned.jpg,4,0
764,764,764,764,Database/basic/Image/aligned/train_00765_aligned.jpg,3,1
765,765,765,765,Database/basic/Image/aligned/train_00766_aligned.jpg,6,1
766,766,766,766,Database/basic/Image/aligned/train_00767_aligned.jpg,4,0
767,767,767,767,Database/basic/Image/aligned/train_00768_aligned.jpg,6,1
768,768,768,768,Database/basic/Image/aligned/train_00769_aligned.jpg,1,0
769,769,769,769,Database/basic/Image/aligned/train_00770_aligned.jpg,4,0
770,770,770,770,Database/basic/Image/aligned/train_00771_aligned.jpg,1,0
771,771,771,771,Database/basic/Image/aligned/train_00772_aligned.jpg,6,1
772,772,772,772,Database/basic/Image/aligned/train_00773_aligned.jpg,5,1
773,773,773,773,Database/basic/Image/aligned/train_00774_aligned.jpg,5,1
774,774,774,774,Database/basic/Image/aligned/train_00775_aligned.jpg,4,0
775,775,775,775,Database/basic/Image/aligned/train_00776_aligned.jpg,6,1
776,776,776,776,Database/basic/Image/aligned/train_00777_aligned.jpg,1,0
777,777,777,777,Database/basic/Image/aligned/train_00778_aligned.jpg,1,0
778,778,778,778,Database/basic/Image/aligned/train_00779_aligned.jpg,2,1
779,779,779,779,Database/basic/Image/aligned/train_00780_aligned.jpg,4,0
780,780,780,780,Database/basic/Image/aligned/train_00781_aligned.jpg,4,0
781,781,781,781,Database/basic/Image/aligned/train_00782_aligned.jpg,1,0
782,782,782,782,Database/basic/Image/aligned/train_00783_aligned.jpg,5,1
783,783,783,783,Database/basic/Image/aligned/train_00784_aligned.jpg,4,0
784,784,784,784,Database/basic/Image/aligned/train_00785_aligned.jpg,1,0
785,785,785,785,Database/basic/Image/aligned/train_00786_aligned.jpg,5,1
786,786,786,786,Database/basic/Image/aligned/train_00787_aligned.jpg,4,0
787,787,787,787,Database/basic/Image/aligned/train_00788_aligned.jpg,4,0
788,788,788,788,Database/basic/Image/aligned/train_00789_aligned.jpg,4,0
789,789,789,789,Database/basic/Image/aligned/train_00790_aligned.jpg,6,1
790,790,790,790,Database/basic/Image/aligned/train_00791_aligned.jpg,5,1
791,791,791,791,Database/basic/Image/aligned/train_00792_aligned.jpg,4,0
792,792,792,792,Database/basic/Image/aligned/train_00793_aligned.jpg,1,0
793,793,793,793,Database/basic/Image/aligned/train_00794_aligned.jpg,4,0
794,794,794,794,Database/basic/Image/aligned/train_00795_aligned.jpg,4,0
795,795,795,795,Database/basic/Image/aligned/train_00796_aligned.jpg,4,0
796,796,796,796,Database/basic/Image/aligned/train_00797_aligned.jpg,4,0
797,797,797,797,Database/basic/Image/aligned/train_00798_aligned.jpg,4,0
798,798,798,798,Database/basic/Image/aligned/train_00799_aligned.jpg,4,0
799,799,799,799,Database/basic/Image/aligned/train_00800_aligned.jpg,4,0
800,800,800,800,Database/basic/Image/aligned/train_00801_aligned.jpg,4,0
801,801,801,801,Database/basic/Image/aligned/train_00802_aligned.jpg,4,0
802,802,802,802,Database/basic/Image/aligned/train_00803_aligned.jpg,1,0
803,803,803,803,Database/basic/Image/aligned/train_00804_aligned.jpg,1,0
804,804,804,804,Database/basic/Image/aligned/train_00805_aligned.jpg,4,0
805,805,805,805,Database/basic/Image/aligned/train_00806_aligned.jpg,4,0
806,806,806,806,Database/basic/Image/aligned/train_00807_aligned.jpg,4,0
807,807,807,807,Database/basic/Image/aligned/train_00808_aligned.jpg,4,0
808,808,808,808,Database/basic/Image/aligned/train_00809_aligned.jpg,5,1
809,809,809,809,Database/basic/Image/aligned/train_00810_aligned.jpg,4,0
810,810,810,810,Database/basic/Image/aligned/train_00811_aligned.jpg,4,0
811,811,811,811,Database/basic/Image/aligned/train_00812_aligned.jpg,4,0
812,812,812,812,Database/basic/Image/aligned/train_00813_aligned.jpg,4,0
813,813,813,813,Database/basic/Image/aligned/train_00814_aligned.jpg,5,1
814,814,814,814,Database/basic/Image/aligned/train_00815_aligned.jpg,4,0
815,815,815,815,Database/basic/Image/aligned/train_00816_aligned.jpg,4,0
816,816,816,816,Database/basic/Image/aligned/train_00817_aligned.jpg,5,1
817,817,817,817,Database/basic/Image/aligned/train_00818_aligned.jpg,4,0
818,818,818,818,Database/basic/Image/aligned/train_00819_aligned.jpg,4,0
819,819,819,819,Database/basic/Image/aligned/train_00820_aligned.jpg,6,1
820,820,820,820,Database/basic/Image/aligned/train_00821_aligned.jpg,5,1
821,821,821,821,Database/basic/Image/aligned/train_00822_aligned.jpg,4,0
822,822,822,822,Database/basic/Image/aligned/train_00823_aligned.jpg,4,0
823,823,823,823,Database/basic/Image/aligned/train_00824_aligned.jpg,4,0
824,824,824,824,Database/basic/Image/aligned/train_00825_aligned.jpg,4,0
825,825,825,825,Database/basic/Image/aligned/train_00826_aligned.jpg,3,1
826,826,826,826,Database/basic/Image/aligned/train_00827_aligned.jpg,6,1
827,827,827,827,Database/basic/Image/aligned/train_00828_aligned.jpg,5,1
828,828,828,828,Database/basic/Image/aligned/train_00829_aligned.jpg,4,0
829,829,829,829,Database/basic/Image/aligned/train_00830_aligned.jpg,4,0
830,830,830,830,Database/basic/Image/aligned/train_00831_aligned.jpg,4,0
831,831,831,831,Database/basic/Image/aligned/train_00832_aligned.jpg,4,0
832,832,832,832,Database/basic/Image/aligned/train_00833_aligned.jpg,5,1
833,833,833,833,Database/basic/Image/aligned/train_00834_aligned.jpg,5,1
834,834,834,834,Database/basic/Image/aligned/train_00835_aligned.jpg,5,1
835,835,835,835,Database/basic/Image/aligned/train_00836_aligned.jpg,6,1
836,836,836,836,Database/basic/Image/aligned/train_00837_aligned.jpg,1,0
837,837,837,837,Database/basic/Image/aligned/train_00838_aligned.jpg,4,0
838,838,838,838,Database/basic/Image/aligned/train_00839_aligned.jpg,1,0
839,839,839,839,Database/basic/Image/aligned/train_00840_aligned.jpg,4,0
840,840,840,840,Database/basic/Image/aligned/train_00841_aligned.jpg,4,0
841,841,841,841,Database/basic/Image/aligned/train_00842_aligned.jpg,5,1
842,842,842,842,Database/basic/Image/aligned/train_00843_aligned.jpg,4,0
843,843,843,843,Database/basic/Image/aligned/train_00844_aligned.jpg,4,0
844,844,844,844,Database/basic/Image/aligned/train_00845_aligned.jpg,4,0
845,845,845,845,Database/basic/Image/aligned/train_00846_aligned.jpg,6,1
846,846,846,846,Database/basic/Image/aligned/train_00847_aligned.jpg,4,0
847,847,847,847,Database/basic/Image/aligned/train_00848_aligned.jpg,1,0
848,848,848,848,Database/basic/Image/aligned/train_00849_aligned.jpg,4,0
849,849,849,849,Database/basic/Image/aligned/train_00850_aligned.jpg,4,0
850,850,850,850,Database/basic/Image/aligned/train_00851_aligned.jpg,1,0
851,851,851,851,Database/basic/Image/aligned/train_00852_aligned.jpg,1,0
852,852,852,852,Database/basic/Image/aligned/train_00853_aligned.jpg,5,1
853,853,853,853,Database/basic/Image/aligned/train_00854_aligned.jpg,4,0
854,854,854,854,Database/basic/Image/aligned/train_00855_aligned.jpg,1,0
855,855,855,855,Database/basic/Image/aligned/train_00856_aligned.jpg,1,0
856,856,856,856,Database/basic/Image/aligned/train_00857_aligned.jpg,1,0
857,857,857,857,Database/basic/Image/aligned/train_00858_aligned.jpg,5,1
858,858,858,858,Database/basic/Image/aligned/train_00859_aligned.jpg,4,0
859,859,859,859,Database/basic/Image/aligned/train_00860_aligned.jpg,6,1
860,860,860,860,Database/basic/Image/aligned/train_00861_aligned.jpg,5,1
861,861,861,861,Database/basic/Image/aligned/train_00862_aligned.jpg,5,1
862,862,862,862,Database/basic/Image/aligned/train_00863_aligned.jpg,6,1
863,863,863,863,Database/basic/Image/aligned/train_00864_aligned.jpg,1,0
864,864,864,864,Database/basic/Image/aligned/train_00865_aligned.jpg,4,0
865,865,865,865,Database/basic/Image/aligned/train_00866_aligned.jpg,6,1
866,866,866,866,Database/basic/Image/aligned/train_00867_aligned.jpg,5,1
867,867,867,867,Database/basic/Image/aligned/train_00868_aligned.jpg,4,0
868,868,868,868,Database/basic/Image/aligned/train_00869_aligned.jpg,4,0
869,869,869,869,Database/basic/Image/aligned/train_00870_aligned.jpg,4,0
870,870,870,870,Database/basic/Image/aligned/train_00871_aligned.jpg,4,0
871,871,871,871,Database/basic/Image/aligned/train_00872_aligned.jpg,1,0
872,872,872,872,Database/basic/Image/aligned/train_00873_aligned.jpg,4,0
873,873,873,873,Database/basic/Image/aligned/train_00874_aligned.jpg,4,0
874,874,874,874,Database/basic/Image/aligned/train_00875_aligned.jpg,5,1
875,875,875,875,Database/basic/Image/aligned/train_00876_aligned.jpg,4,0
876,876,876,876,Database/basic/Image/aligned/train_00877_aligned.jpg,4,0
877,877,877,877,Database/basic/Image/aligned/train_00878_aligned.jpg,5,1
878,878,878,878,Database/basic/Image/aligned/train_00879_aligned.jpg,1,0
879,879,879,879,Database/basic/Image/aligned/train_00880_aligned.jpg,5,1
880,880,880,880,Database/basic/Image/aligned/train_00881_aligned.jpg,4,0
881,881,881,881,Database/basic/Image/aligned/train_00882_aligned.jpg,4,0
882,882,882,882,Database/basic/Image/aligned/train_00883_aligned.jpg,4,0
883,883,883,883,Database/basic/Image/aligned/train_00884_aligned.jpg,4,0
884,884,884,884,Database/basic/Image/aligned/train_00885_aligned.jpg,6,1
885,885,885,885,Database/basic/Image/aligned/train_00886_aligned.jpg,6,1
886,886,886,886,Database/basic/Image/aligned/train_00887_aligned.jpg,4,0
887,887,887,887,Database/basic/Image/aligned/train_00888_aligned.jpg,4,0
888,888,888,888,Database/basic/Image/aligned/train_00889_aligned.jpg,4,0
889,889,889,889,Database/basic/Image/aligned/train_00890_aligned.jpg,5,1
890,890,890,890,Database/basic/Image/aligned/train_00891_aligned.jpg,5,1
891,891,891,891,Database/basic/Image/aligned/train_00892_aligned.jpg,5,1
892,892,892,892,Database/basic/Image/aligned/train_00893_aligned.jpg,3,1
893,893,893,893,Database/basic/Image/aligned/train_00894_aligned.jpg,4,0
894,894,894,894,Database/basic/Image/aligned/train_00895_aligned.jpg,4,0
895,895,895,895,Database/basic/Image/aligned/train_00896_aligned.jpg,4,0
896,896,896,896,Database/basic/Image/aligned/train_00897_aligned.jpg,4,0
897,897,897,897,Database/basic/Image/aligned/train_00898_aligned.jpg,4,0
898,898,898,898,Database/basic/Image/aligned/train_00899_aligned.jpg,1,0
899,899,899,899,Database/basic/Image/aligned/train_00900_aligned.jpg,6,1
900,900,900,900,Database/basic/Image/aligned/train_00901_aligned.jpg,4,0
901,901,901,901,Database/basic/Image/aligned/train_00902_aligned.jpg,1,0
902,902,902,902,Database/basic/Image/aligned/train_00903_aligned.jpg,4,0
903,903,903,903,Database/basic/Image/aligned/train_00904_aligned.jpg,4,0
904,904,904,904,Database/basic/Image/aligned/train_00905_aligned.jpg,5,1
905,905,905,905,Database/basic/Image/aligned/train_00906_aligned.jpg,4,0
906,906,906,906,Database/basic/Image/aligned/train_00907_aligned.jpg,3,1
907,907,907,907,Database/basic/Image/aligned/train_00908_aligned.jpg,5,1
908,908,908,908,Database/basic/Image/aligned/train_00909_aligned.jpg,6,1
909,909,909,909,Database/basic/Image/aligned/train_00910_aligned.jpg,4,0
910,910,910,910,Database/basic/Image/aligned/train_00911_aligned.jpg,4,0
911,911,911,911,Database/basic/Image/aligned/train_00912_aligned.jpg,4,0
912,912,912,912,Database/basic/Image/aligned/train_00913_aligned.jpg,5,1
913,913,913,913,Database/basic/Image/aligned/train_00914_aligned.jpg,1,0
914,914,914,914,Database/basic/Image/aligned/train_00915_aligned.jpg,6,1
915,915,915,915,Database/basic/Image/aligned/train_00916_aligned.jpg,4,0
916,916,916,916,Database/basic/Image/aligned/train_00917_aligned.jpg,4,0
917,917,917,917,Database/basic/Image/aligned/train_00918_aligned.jpg,4,0
918,918,918,918,Database/basic/Image/aligned/train_00919_aligned.jpg,4,0
919,919,919,919,Database/basic/Image/aligned/train_00920_aligned.jpg,4,0
920,920,920,920,Database/basic/Image/aligned/train_00921_aligned.jpg,5,1
921,921,921,921,Database/basic/Image/aligned/train_00922_aligned.jpg,4,0
922,922,922,922,Database/basic/Image/aligned/train_00923_aligned.jpg,5,1
923,923,923,923,Database/basic/Image/aligned/train_00924_aligned.jpg,4,0
924,924,924,924,Database/basic/Image/aligned/train_00925_aligned.jpg,4,0
925,925,925,925,Database/basic/Image/aligned/train_00926_aligned.jpg,4,0
926,926,926,926,Database/basic/Image/aligned/train_00927_aligned.jpg,4,0
927,927,927,927,Database/basic/Image/aligned/train_00928_aligned.jpg,5,1
928,928,928,928,Database/basic/Image/aligned/train_00929_aligned.jpg,6,1
929,929,929,929,Database/basic/Image/aligned/train_00930_aligned.jpg,1,0
930,930,930,930,Database/basic/Image/aligned/train_00931_aligned.jpg,1,0
931,931,931,931,Database/basic/Image/aligned/train_00932_aligned.jpg,4,0
932,932,932,932,Database/basic/Image/aligned/train_00933_aligned.jpg,4,0
933,933,933,933,Database/basic/Image/aligned/train_00934_aligned.jpg,4,0
934,934,934,934,Database/basic/Image/aligned/train_00935_aligned.jpg,4,0
935,935,935,935,Database/basic/Image/aligned/train_00936_aligned.jpg,4,0
936,936,936,936,Database/basic/Image/aligned/train_00937_aligned.jpg,5,1
937,937,937,937,Database/basic/Image/aligned/train_00938_aligned.jpg,5,1
938,938,938,938,Database/basic/Image/aligned/train_00939_aligned.jpg,4,0
939,939,939,939,Database/basic/Image/aligned/train_00940_aligned.jpg,4,0
940,940,940,940,Database/basic/Image/aligned/train_00941_aligned.jpg,4,0
941,941,941,941,Database/basic/Image/aligned/train_00942_aligned.jpg,1,0
942,942,942,942,Database/basic/Image/aligned/train_00943_aligned.jpg,4,0
943,943,943,943,Database/basic/Image/aligned/train_00944_aligned.jpg,4,0
944,944,944,944,Database/basic/Image/aligned/train_00945_aligned.jpg,4,0
945,945,945,945,Database/basic/Image/aligned/train_00946_aligned.jpg,4,0
946,946,946,946,Database/basic/Image/aligned/train_00947_aligned.jpg,4,0
947,947,947,947,Database/basic/Image/aligned/train_00948_aligned.jpg,1,0
948,948,948,948,Database/basic/Image/aligned/train_00949_aligned.jpg,4,0
949,949,949,949,Database/basic/Image/aligned/train_00950_aligned.jpg,5,1
950,950,950,950,Database/basic/Image/aligned/train_00951_aligned.jpg,4,0
951,951,951,951,Database/basic/Image/aligned/train_00952_aligned.jpg,6,1
952,952,952,952,Database/basic/Image/aligned/train_00953_aligned.jpg,5,1
953,953,953,953,Database/basic/Image/aligned/train_00954_aligned.jpg,4,0
954,954,954,954,Database/basic/Image/aligned/train_00955_aligned.jpg,4,0
955,955,955,955,Database/basic/Image/aligned/train_00956_aligned.jpg,4,0
956,956,956,956,Database/basic/Image/aligned/train_00957_aligned.jpg,4,0
957,957,957,957,Database/basic/Image/aligned/train_00958_aligned.jpg,4,0
958,958,958,958,Database/basic/Image/aligned/train_00959_aligned.jpg,4,0
959,959,959,959,Database/basic/Image/aligned/train_00960_aligned.jpg,6,1
960,960,960,960,Database/basic/Image/aligned/train_00961_aligned.jpg,5,1
961,961,961,961,Database/basic/Image/aligned/train_00962_aligned.jpg,6,1
962,962,962,962,Database/basic/Image/aligned/train_00963_aligned.jpg,6,1
963,963,963,963,Database/basic/Image/aligned/train_00964_aligned.jpg,4,0
964,964,964,964,Database/basic/Image/aligned/train_00965_aligned.jpg,4,0
965,965,965,965,Database/basic/Image/aligned/train_00966_aligned.jpg,1,0
966,966,966,966,Database/basic/Image/aligned/train_00967_aligned.jpg,3,1
967,967,967,967,Database/basic/Image/aligned/train_00968_aligned.jpg,5,1
968,968,968,968,Database/basic/Image/aligned/train_00969_aligned.jpg,4,0
969,969,969,969,Database/basic/Image/aligned/train_00970_aligned.jpg,5,1
970,970,970,970,Database/basic/Image/aligned/train_00971_aligned.jpg,5,1
971,971,971,971,Database/basic/Image/aligned/train_00972_aligned.jpg,4,0
972,972,972,972,Database/basic/Image/aligned/train_00973_aligned.jpg,4,0
973,973,973,973,Database/basic/Image/aligned/train_00974_aligned.jpg,1,0
974,974,974,974,Database/basic/Image/aligned/train_00975_aligned.jpg,3,1
975,975,975,975,Database/basic/Image/aligned/train_00976_aligned.jpg,4,0
976,976,976,976,Database/basic/Image/aligned/train_00977_aligned.jpg,1,0
977,977,977,977,Database/basic/Image/aligned/train_00978_aligned.jpg,4,0
978,978,978,978,Database/basic/Image/aligned/train_00979_aligned.jpg,5,1
979,979,979,979,Database/basic/Image/aligned/train_00980_aligned.jpg,4,0
980,980,980,980,Database/basic/Image/aligned/train_00981_aligned.jpg,5,1
981,981,981,981,Database/basic/Image/aligned/train_00982_aligned.jpg,4,0
982,982,982,982,Database/basic/Image/aligned/train_00983_aligned.jpg,4,0
983,983,983,983,Database/basic/Image/aligned/train_00984_aligned.jpg,4,0
984,984,984,984,Database/basic/Image/aligned/train_00985_aligned.jpg,1,0
985,985,985,985,Database/basic/Image/aligned/train_00986_aligned.jpg,4,0
986,986,986,986,Database/basic/Image/aligned/train_00987_aligned.jpg,5,1
987,987,987,987,Database/basic/Image/aligned/train_00988_aligned.jpg,4,0
988,988,988,988,Database/basic/Image/aligned/train_00989_aligned.jpg,3,1
989,989,989,989,Database/basic/Image/aligned/train_00990_aligned.jpg,5,1
990,990,990,990,Database/basic/Image/aligned/train_00991_aligned.jpg,5,1
991,991,991,991,Database/basic/Image/aligned/train_00992_aligned.jpg,5,1
992,992,992,992,Database/basic/Image/aligned/train_00993_aligned.jpg,1,0
993,993,993,993,Database/basic/Image/aligned/train_00994_aligned.jpg,4,0
994,994,994,994,Database/basic/Image/aligned/train_00995_aligned.jpg,4,0
995,995,995,995,Database/basic/Image/aligned/train_00996_aligned.jpg,4,0
996,996,996,996,Database/basic/Image/aligned/train_00997_aligned.jpg,4,0
997,997,997,997,Database/basic/Image/aligned/train_00998_aligned.jpg,4,0
998,998,998,998,Database/basic/Image/aligned/train_00999_aligned.jpg,4,0
999,999,999,999,Database/basic/Image/aligned/train_01000_aligned.jpg,1,0
1000,1000,1000,1000,Database/basic/Image/aligned/train_01001_aligned.jpg,6,1
1001,1001,1001,1001,Database/basic/Image/aligned/train_01002_aligned.jpg,5,1
1002,1002,1002,1002,Database/basic/Image/aligned/train_01003_aligned.jpg,1,0
1003,1003,1003,1003,Database/basic/Image/aligned/train_01004_aligned.jpg,4,0
1004,1004,1004,1004,Database/basic/Image/aligned/train_01005_aligned.jpg,4,0
1005,1005,1005,1005,Database/basic/Image/aligned/train_01006_aligned.jpg,4,0
1006,1006,1006,1006,Database/basic/Image/aligned/train_01007_aligned.jpg,3,1
1007,1007,1007,1007,Database/basic/Image/aligned/train_01008_aligned.jpg,4,0
1008,1008,1008,1008,Database/basic/Image/aligned/train_01009_aligned.jpg,4,0
1009,1009,1009,1009,Database/basic/Image/aligned/train_01010_aligned.jpg,5,1
1010,1010,1010,1010,Database/basic/Image/aligned/train_01011_aligned.jpg,5,1
1011,1011,1011,1011,Database/basic/Image/aligned/train_01012_aligned.jpg,6,1
1012,1012,1012,1012,Database/basic/Image/aligned/train_01013_aligned.jpg,5,1
1013,1013,1013,1013,Database/basic/Image/aligned/train_01014_aligned.jpg,4,0
1014,1014,1014,1014,Database/basic/Image/aligned/train_01015_aligned.jpg,5,1
1015,1015,1015,1015,Database/basic/Image/aligned/train_01016_aligned.jpg,4,0
1016,1016,1016,1016,Database/basic/Image/aligned/train_01017_aligned.jpg,5,1
1017,1017,1017,1017,Database/basic/Image/aligned/train_01018_aligned.jpg,4,0
1018,1018,1018,1018,Database/basic/Image/aligned/train_01019_aligned.jpg,4,0
1019,1019,1019,1019,Database/basic/Image/aligned/train_01020_aligned.jpg,4,0
1020,1020,1020,1020,Database/basic/Image/aligned/train_01021_aligned.jpg,4,0
1021,1021,1021,1021,Database/basic/Image/aligned/train_01022_aligned.jpg,4,0
1022,1022,1022,1022,Database/basic/Image/aligned/train_01023_aligned.jpg,4,0
1023,1023,1023,1023,Database/basic/Image/aligned/train_01024_aligned.jpg,4,0
1024,1024,1024,1024,Database/basic/Image/aligned/train_01025_aligned.jpg,4,0
1025,1025,1025,1025,Database/basic/Image/aligned/train_01026_aligned.jpg,4,0
1026,1026,1026,1026,Database/basic/Image/aligned/train_01027_aligned.jpg,4,0
1027,1027,1027,1027,Database/basic/Image/aligned/train_01028_aligned.jpg,4,0
1028,1028,1028,1028,Database/basic/Image/aligned/train_01029_aligned.jpg,4,0
1029,1029,1029,1029,Database/basic/Image/aligned/train_01030_aligned.jpg,6,1
1030,1030,1030,1030,Database/basic/Image/aligned/train_01031_aligned.jpg,6,1
1031,1031,1031,1031,Database/basic/Image/aligned/train_01032_aligned.jpg,4,0
1032,1032,1032,1032,Database/basic/Image/aligned/train_01033_aligned.jpg,4,0
1033,1033,1033,1033,Database/basic/Image/aligned/train_01034_aligned.jpg,4,0
1034,1034,1034,1034,Database/basic/Image/aligned/train_01035_aligned.jpg,4,0
1035,1035,1035,1035,Database/basic/Image/aligned/train_01036_aligned.jpg,4,0
1036,1036,1036,1036,Database/basic/Image/aligned/train_01037_aligned.jpg,4,0
1037,1037,1037,1037,Database/basic/Image/aligned/train_01038_aligned.jpg,1,0
1038,1038,1038,1038,Database/basic/Image/aligned/train_01039_aligned.jpg,5,1
1039,1039,1039,1039,Database/basic/Image/aligned/train_01040_aligned.jpg,6,1
1040,1040,1040,1040,Database/basic/Image/aligned/train_01041_aligned.jpg,4,0
1041,1041,1041,1041,Database/basic/Image/aligned/train_01042_aligned.jpg,6,1
1042,1042,1042,1042,Database/basic/Image/aligned/train_01043_aligned.jpg,4,0
1043,1043,1043,1043,Database/basic/Image/aligned/train_01044_aligned.jpg,1,0
1044,1044,1044,1044,Database/basic/Image/aligned/train_01045_aligned.jpg,6,1
1045,1045,1045,1045,Database/basic/Image/aligned/train_01046_aligned.jpg,4,0
1046,1046,1046,1046,Database/basic/Image/aligned/train_01047_aligned.jpg,4,0
1047,1047,1047,1047,Database/basic/Image/aligned/train_01048_aligned.jpg,5,1
1048,1048,1048,1048,Database/basic/Image/aligned/train_01049_aligned.jpg,5,1
1049,1049,1049,1049,Database/basic/Image/aligned/train_01050_aligned.jpg,3,1
1050,1050,1050,1050,Database/basic/Image/aligned/train_01051_aligned.jpg,6,1
1051,1051,1051,1051,Database/basic/Image/aligned/train_01052_aligned.jpg,6,1
1052,1052,1052,1052,Database/basic/Image/aligned/train_01053_aligned.jpg,5,1
1053,1053,1053,1053,Database/basic/Image/aligned/train_01054_aligned.jpg,6,1
